Sinusoidal Grid
 Gring Coordinates of MODLAND Tiles
 ntile_vert = 18
 ntile_horiz = 36
 iv  ih  0: ll lon    ll lat  1: ul lon    ul lat  2: ur lon    ur lat  3: lr lon    lr lat
  0  23  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  0  24  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  0  25  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  0  26  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  0  27  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  0  28  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  0  29  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  0  30  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  0  31  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  0  32  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  0  33  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  0  34  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  0  35  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1   0  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1   1  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1   2  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1   3  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1   4  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1   5  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1   6  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1   7  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1   8  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1   9  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1  10  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1  11  -179.9984   69.9854   179.9400   70.5326  -175.3683   70.5325  -175.4299   69.9854
  1  12  -178.6640   69.0706   176.5219   73.5180  -142.6466   73.9527  -146.5939   69.4229
  1  13  -163.4318   66.7496   173.6217   75.3388  -102.0255   79.9986  -117.3504   69.4396
  1  14  -135.6045   66.3449   177.0719   77.2958   -38.4639   84.5665   -88.1026   69.4630
  1  15   -95.5862   68.3942   128.8417   39.5722   -63.9864   79.5317   -44.0549   67.5384
  1  16   -61.2728   69.0785  -125.3371   78.7407   -58.0961   80.1224   -28.4517   69.3522
  1  17   -29.1844   69.3805   -58.6471   79.8968     0.1644   80.0269     0.0201   69.3950
  1  18     0.0035   69.3970    -0.1166   80.0312    58.7068   79.8908    29.2185   69.3775
  1  19    28.4647   69.3534    58.0830   80.1211   125.3708   78.7354    61.3253   69.0728
  1  20    44.0559   67.5387    63.9875   79.5330  -128.8568   39.8280    95.6578   68.3835
  1  21    88.1026   69.4630    38.4644   84.5665  -177.0631   77.2854   135.6271   66.3393
  1  22   117.3504   69.4396   102.0409   79.9936  -173.6252   75.3306   163.4449   66.7466
  1  23   146.5939   69.4229   142.6466   73.9528  -176.5134   73.5171   178.6709   69.0699
  1  24   175.4299   69.9855   175.3685   70.5327  -179.9408   70.5326   179.9975   69.9853
  1  25  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1  26  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1  27  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1  28  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1  29  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1  30  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1  31  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1  32  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1  33  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1  34  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  1  35  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2   0  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2   1  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2   2  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2   3  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2   4  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2   5  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2   6  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2   7  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2   8  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2   9  -179.8865   59.6261   178.7842   63.5264  -158.7874   63.5180  -160.1128   59.6287
  2  10  -174.4879   57.5583   176.5451   66.3568  -135.9269   69.2114  -140.1100   59.6453
  2  11  -161.9998   55.5345   176.2111   68.4671  -109.9069   75.5554  -120.1018   59.6807
  2  12  -124.4071   59.0509   136.0702   56.5412  -114.5430   67.6076   -94.8654   59.2608
  2  13  -102.7576   59.2780  -157.4848   68.5832  -119.2338   70.2421   -79.3848   59.6441
  2  14   -81.3929   59.4421  -121.5588   69.5302   -88.0593   70.1135   -59.4418   59.6280
  2  15   -60.4070   59.5498   -89.3020   69.8544   -58.5353   70.0823   -39.5675   59.6202
  2  16   -39.8727   59.6087   -58.8000   69.9719   -29.1700   70.0475   -19.7527   59.6195
  2  17   -19.8075   59.6271   -29.2380   70.0000     0.0591   70.0139     0.0156   59.6239
  2  18     0.0009   59.6252    -0.0348   70.0158    29.2702   69.9973    19.8281   59.6255
  2  19    19.7650   59.6205    29.1844   70.0486    58.8383   69.9685    39.8977   59.6067
  2  20    39.5742   59.6208    58.5345   70.0822    89.3440   69.8503    60.4374   59.5471
  2  21    59.4421   59.6281    88.0302   70.1112   121.5980   69.5256    81.4288   59.4386
  2  22    79.3850   59.6441   119.1448   70.2361   157.5012   68.5805   102.7991   59.2734
  2  23    94.8565   59.2600   114.5678   67.6165  -136.1477   56.6146   124.4540   59.0450
  2  24   120.1018   59.6807   109.9070   75.5553  -176.2010   68.4626   162.0092   55.5317
  2  25   140.1100   59.6453   135.9270   69.2114  -176.5342   66.3542   174.4970   57.5564
  2  26   160.1125   59.6293   158.7879   63.5193  -178.7860   63.5265   179.8837   59.6257
  2  27  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2  28  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2  29  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2  30  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2  31  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2  32  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2  33  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2  34  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  2  35  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  3   0  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  3   1  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  3   2  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  3   3  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  3   4  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  3   5  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  3   6  -179.9921   49.9154   179.7724   52.3246  -170.9023   52.3227  -171.1374   49.9160
  3   7  -178.8028   48.9382   178.4569   56.0388  -154.1977   56.9790  -155.6137   49.7514
  3   8  -173.5174   46.8804   177.1722   59.2130  -136.7871   63.1801  -140.0527   49.7820
  3   9  -142.3641   49.4150   170.8904   58.9203  -161.1190   60.1621  -124.1121   49.8103
  3  10  -126.1230   49.5058  -165.4230   59.4392  -140.5395   60.1347  -108.5455   49.7953
  3  11  -109.9708   49.5789  -143.1316   59.7053  -120.3249   60.1231   -92.9934   49.7821
  3  12   -93.9225   49.6360  -121.6906   59.8511  -100.1838   60.1096   -77.4575   49.7711
  3  13   -77.9910   49.6787  -100.8000   59.9328   -80.0801   60.0927   -61.9371   49.7621
  3  14   -62.1851   49.7086   -80.2821   59.9771   -60.0073   60.0731   -46.4314   49.7550
  3  15   -46.5118   49.7271   -60.0312   59.9975   -39.9182   60.0484   -30.9080   49.7476
  3  16   -30.9862   49.7344   -40.0000   60.0000   -19.9074   60.0267   -15.4270   49.7435
  3  17   -15.4860   49.7394   -20.0000   60.0000     0.0326   60.0089     0.0126   49.7425
  3  18     0.0003   49.7434    -0.0159   60.0101    20.0206   59.9984    15.5011   49.7384
  3  19    15.4375   49.7442    19.9195   60.0276    40.0243   59.9981    31.0036   49.7331
  3  20    30.9161   49.7481    39.9254   60.0488    60.0590   59.9953    46.5318   49.7257
  3  21    46.4367   49.7554    60.0087   60.0731    80.3128   59.9746    62.2076   49.7070
  3  22    61.9390   49.7623    80.0740   60.0922   100.8331   59.9299    78.0161   49.6768
  3  23    77.4577   49.7712   100.1725   60.1087   121.7250   59.8478    93.9503   49.6337
  3  24    92.9935   49.7822   120.3140   60.1223   143.1654   59.7017   110.0012   49.5762
  3  25   108.5457   49.7953   140.5364   60.1345   165.4522   59.4355   126.1561   49.5026
  3  26   124.1122   49.8104   161.1742   60.1655  -170.8775   58.9182   142.4006   49.4112
  3  27   140.0527   49.7820   136.7872   63.1801  -177.1621   59.2100   173.5258   46.8784
  3  28   155.6137   49.7514   154.1996   56.9710  -178.4572   56.0305   178.8056   48.9378
  3  29   171.1374   49.9160   170.9023   52.3228  -179.7732   52.3247   179.9914   49.9153
  3  30  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  3  31  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  3  32  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  3  33  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  3  34  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  3  35  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  4   0  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  4   1  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  4   2  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  4   3  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  4   4  -179.9912   39.8853   179.6939   43.7527  -169.3974   43.7464  -169.7116   39.8874
  4   5  -178.7459   38.9041   178.7260   47.9997  -155.5785   49.0547  -156.6655   39.8354
  4   6  -174.7654   37.0796   179.0767   49.7476  -141.8060   53.2210  -143.6082   39.8745
  4   7  -144.3229   39.6770  -173.0568   49.8393  -155.8767   50.1340  -130.3387   39.8780
  4   8  -131.0149   39.7081  -156.8405   49.8983  -140.2398   50.1258  -117.2848   39.8699
  4   9  -117.7464   39.7342  -140.7952   49.9394  -124.6153   50.1159  -104.2354   39.8624
  4  10  -104.5202   39.7557  -124.8854   49.9677  -109.0021   50.1047   -91.1910   39.8554
  4  11   -91.3388   39.7728  -109.0855   49.9863   -93.3968   50.0921   -78.1497   39.8489
  4  12   -78.2083   39.7858   -93.3822   49.9972   -77.7506   50.0754   -65.0781   39.8411
  4  13   -65.1500   39.7937   -77.7862   50.0000   -62.1191   50.0582   -52.0094   39.8337
  4  14   -52.1199   39.7994   -62.2290   50.0000   -46.5357   50.0429   -38.9707   39.8280
  4  15   -39.0892   39.8048   -46.6717   50.0000   -30.9931   50.0295   -25.9606   39.8240
  4  16   -26.0579   39.8101   -31.1145   50.0000   -15.4791   50.0175   -12.9712   39.8213
  4  17   -13.0258   39.8151   -15.5572   50.0000     0.0216   50.0062     0.0107   39.8191
  4  18     0.0001   39.8198    -0.0087   50.0070    15.5724   49.9990    13.0379   39.8144
  4  19    12.9805   39.8219    15.4895   50.0182    31.1318   49.9988    26.0714   39.8092
  4  20    25.9685   39.8245    31.0009   50.0300    46.6911   49.9986    39.1041   39.8039
  4  21    38.9770   39.8283    46.5408   50.0432    62.2504   49.9985    52.1363   39.7984
  4  22    52.0142   39.8340    62.1214   50.0583    77.8098   49.9983    65.1680   39.7925
  4  23    65.0812   39.8413    77.7497   50.0753    93.4078   49.9953    78.2279   39.7845
  4  24    78.1512   39.8490    93.3927   50.0918   109.1128   49.9843    91.3599   39.7715
  4  25    91.1911   39.8555   108.9950   50.1042   124.9142   49.9655   104.5428   39.7542
  4  26   104.2356   39.8624   124.6079   50.1154   140.8253   49.9370   117.7706   39.7325
  4  27   117.2849   39.8700   140.2326   50.1253   156.8714   49.8956   131.0405   39.7062
  4  28   130.3388   39.8780   155.8709   50.1336   173.0880   49.8364   144.3501   39.6748
  4  29   143.6082   39.8745   141.8061   53.2209  -179.0725   49.7464   174.7690   37.0788
  4  30   156.6655   39.8354   155.5785   49.0547  -178.7213   47.9990   178.7501   38.9036
  4  31   169.7116   39.8876   169.3983   43.7384  -179.6951   43.7444   179.9905   39.8852
  4  32  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  4  33  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  4  34  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  4  35  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  5   0  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  5   1  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  5   2  -179.9984   29.9557   179.8698   33.5548  -173.0750   33.5512  -173.2066   29.9571
  5   3  -179.4319   29.4187   179.1854   38.8629  -160.9951   39.3477  -161.6650   29.8908
  5   4  -177.0162   28.0871   179.6852   39.9341  -149.1679   42.0462  -150.1162   29.9246
  5   5  -150.0795   29.8073  -169.8644   39.9894  -156.7700   40.1192  -138.4483   29.9237
  5   6  -138.4781   29.8172  -156.7087   39.9961  -143.6280   40.1084  -126.8666   29.9180
  5   7  -126.9066   29.8251  -143.6004   39.9996  -130.4861   40.0967  -115.2798   29.9120
  5   8  -115.3696   29.8308  -130.5407   40.0000  -117.3606   40.0852  -103.6998   29.9063
  5   9  -103.8359   29.8361  -117.4867   40.0000  -104.2567   40.0742   -92.1319   29.9010
  5  10   -92.3012   29.8411  -104.4326   40.0000   -91.1741   40.0638   -80.5776   29.8962
  5  11   -80.7658   29.8459   -91.3785   40.0000   -78.1106   40.0540   -69.0368   29.8920
  5  12   -69.2295   29.8506   -78.3244   40.0000   -65.0635   40.0447   -57.5086   29.8883
  5  13   -57.6924   29.8551   -65.2704   40.0000   -52.0302   40.0359   -45.9913   29.8852
  5  14   -46.1545   29.8596   -52.2163   40.0000   -39.0082   40.0275   -34.4832   29.8825
  5  15   -34.6159   29.8639   -39.1622   40.0000   -25.9950   40.0195   -22.9821   29.8801
  5  16   -23.0765   29.8681   -26.1081   40.0000   -12.9884   40.0119   -11.4860   29.8779
  5  17   -11.5364   29.8723   -13.0541   40.0000     0.0160   40.0043     0.0095   29.8757
  5  18     0.0001   29.8762    -0.0051   40.0048    13.0663   39.9993    11.5468   29.8718
  5  19    11.4947   29.8783    12.9978   40.0123    26.1216   39.9992    23.0877   29.8676
  5  20    22.9899   29.8804    26.0028   40.0199    39.1769   39.9991    34.6279   29.8633
  5  21    34.4900   29.8828    39.0145   40.0278    52.2323   39.9991    46.1673   29.8589
  5  22    45.9972   29.8855    52.0349   40.0361    65.2876   39.9990    57.7060   29.8545
  5  23    57.5135   29.8886    65.0665   40.0448    78.3429   39.9989    69.2440   29.8499
  5  24    69.0408   29.8922    78.1119   40.0540    91.3983   39.9988    80.7812   29.8451
  5  25    80.5806   29.8963    91.1736   40.0637   104.4537   39.9987    92.3176   29.8402
  5  26    92.1339   29.9011   104.2544   40.0740   117.5091   39.9986   103.8533   29.8351
  5  27   103.7008   29.9063   117.3564   40.0849   130.5645   39.9985   115.3881   29.8298
  5  28   115.2798   29.9120   130.4799   40.0964   143.6255   39.9980   126.9262   29.8240
  5  29   126.8655   29.9180   143.6198   40.1079   156.7349   39.9944   138.4988   29.8161
  5  30   138.4462   29.9237   156.7597   40.1187   169.8916   39.9876   150.1011   29.8061
  5  31   150.1162   29.9246   149.1679   42.0461  -179.6808   39.9332   177.0201   28.0865
  5  32   161.6650   29.8908   160.9958   39.3395  -179.1855   38.8546   179.4330   29.4186
  5  33   173.2066   29.9571   173.0751   33.5513  -179.8701   33.5548   179.9981   29.9557
  5  34  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  5  35  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  6   0  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  6   1  -179.9976   19.9296   179.7379   27.2578  -170.0070   27.2400  -170.2706   19.9376
  6   2  -179.0873   19.3486   179.6604   29.9627  -159.1519   30.5860  -159.6287   19.9504
  6   3  -159.5781   19.8717  -173.2051   30.0000  -161.2509   30.0789  -148.5816   19.9498
  6   4  -148.9428   19.8757  -161.6581   30.0000  -149.7043   30.0728  -137.9441   19.9472
  6   5  -138.3070   19.8795  -150.1111   30.0000  -138.1637   30.0668  -127.3116   19.9447
  6   6  -127.6706   19.8832  -138.5641   30.0000  -126.6287   30.0609  -116.6837   19.9424
  6   7  -117.0337   19.8869  -127.0171   30.0000  -115.0988   30.0551  -106.0602   19.9401
  6   8  -106.3962   19.8904  -115.4701   30.0000  -103.5735   30.0494   -95.4407   19.9379
  6   9   -95.7583   19.8939  -103.9230   30.0000   -92.0525   30.0438   -84.8251   19.9359
  6  10   -85.1199   19.8973   -92.3760   30.0000   -80.5352   30.0384   -74.2130   19.9339
  6  11   -74.4810   19.9006   -80.8290   30.0000   -69.0214   30.0330   -63.6039   19.9320
  6  12   -63.8417   19.9039   -69.2820   30.0000   -57.5105   30.0278   -52.9975   19.9302
  6  13   -53.2020   19.9070   -57.7350   30.0000   -46.0023   30.0226   -42.3935   19.9285
  6  14   -42.5618   19.9102   -46.1880   30.0000   -34.4964   30.0176   -31.7914   19.9268
  6  15   -31.9213   19.9132   -34.6410   30.0000   -22.9924   30.0126   -21.1908   19.9251
  6  16   -21.2803   19.9163   -23.0940   30.0000   -11.4900   30.0077   -10.5913   19.9235
  6  17   -10.6389   19.9192   -11.5470   30.0000     0.0126   30.0029     0.0088   19.9218
  6  18     0.0000   19.9221    -0.0030   30.0032    11.5574   29.9995    10.6482   19.9189
  6  19    10.5996   19.9237    11.4987   30.0080    23.1052   29.9995    21.2900   19.9159
  6  20    21.1986   19.9254    23.0001   30.0129    34.6529   29.9995    31.9314   19.9129
  6  21    31.7986   19.9270    34.5032   30.0178    46.2007   29.9994    42.5723   19.9098
  6  22    42.4002   19.9287    46.0082   30.0228    57.7485   29.9994    53.2129   19.9067
  6  23    53.0037   19.9304    57.5154   30.0279    69.2962   29.9993    63.8531   19.9034
  6  24    63.6095   19.9322    69.0253   30.0331    80.8440   29.9993    74.4929   19.9002
  6  25    74.2180   19.9341    80.5381   30.0384    92.3917   29.9992    85.1322   19.8968
  6  26    84.8296   19.9360    92.0544   30.0438   103.9395   29.9992    95.7711   19.8934
  6  27    95.4447   19.9381   103.5744   30.0494   115.4872   29.9992   106.4095   19.8899
  6  28   106.0635   19.9402   115.0986   30.0550   127.0350   29.9991   117.0474   19.8863
  6  29   116.6865   19.9425   126.6274   30.0608   138.5828   29.9991   127.6848   19.8827
  6  30   127.3138   19.9448   138.1614   30.0666   150.1305   29.9990   138.3218   19.8789
  6  31   137.9458   19.9473   149.7008   30.0726   161.6783   29.9990   148.9582   19.8750
  6  32   148.5826   19.9498   161.2463   30.0787   173.2261   29.9989   159.5940   19.8711
  6  33   159.6287   19.9504   159.1519   30.5859  -179.6594   29.9626   179.0883   19.3486
  6  34   170.2706   19.9377   170.0071   27.2401  -179.7381   27.2578   179.9973   19.9296
  6  35  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
  7   0  -179.9996    9.9754   179.8562   19.1890  -172.4790   19.1744  -172.6228    9.9836
  7   1  -179.4645    9.7244   179.9520   19.9968  -162.2182   20.2679  -162.4687    9.9830
  7   2  -162.4794    9.9309  -170.2684   20.0000  -159.0367   20.0447  -151.7688    9.9773
  7   3  -152.3256    9.9331  -159.6267   20.0000  -148.4297   20.0416  -141.6466    9.9763
  7   4  -142.1715    9.9354  -148.9849   20.0000  -137.8234   20.0386  -131.5251    9.9754
  7   5  -132.0173    9.9376  -138.3431   20.0000  -127.2178   20.0356  -121.4043    9.9744
  7   6  -121.8630    9.9397  -127.7013   20.0000  -116.6128   20.0326  -111.2841    9.9734
  7   7  -111.7084    9.9418  -117.0596   20.0000  -106.0084   20.0296  -101.1646    9.9725
  7   8  -101.5537    9.9439  -106.4178   20.0000   -95.4045   20.0267   -91.0456    9.9715
  7   9   -91.3988    9.9459   -95.7760   20.0000   -84.8012   20.0238   -80.9271    9.9705
  7  10   -81.2438    9.9479   -85.1342   20.0000   -74.1984   20.0209   -70.8091    9.9695
  7  11   -71.0886    9.9498   -74.4924   20.0000   -63.5961   20.0181   -60.6915    9.9685
  7  12   -60.9332    9.9517   -63.8507   20.0000   -52.9942   20.0153   -50.5743    9.9675
  7  13   -50.7778    9.9536   -53.2089   20.0000   -42.3927   20.0125   -40.4574    9.9664
  7  14   -40.6222    9.9554   -42.5671   20.0000   -31.7916   20.0098   -30.3408    9.9654
  7  15   -30.4664    9.9572   -31.9253   20.0000   -21.1909   20.0070   -20.2245    9.9644
  7  16   -20.3106    9.9590   -21.2836   20.0000   -10.5905   20.0043   -10.1083    9.9633
  7  17   -10.1546    9.9607   -10.6418   20.0000     0.0105   20.0017     0.0085    9.9622
  7  18     0.0000    9.9624    -0.0016   20.0019    10.6511   19.9997    10.1632    9.9606
  7  19    10.1165    9.9635    10.5988   20.0045    21.2932   19.9997    20.3193    9.9588
  7  20    20.2324    9.9645    21.1986   20.0072    31.9354   19.9997    30.4753    9.9571
  7  21    30.3485    9.9656    31.7988   20.0099    42.5776   19.9997    40.6311    9.9553
  7  22    40.4648    9.9666    42.3994   20.0126    53.2198   19.9997    50.7869    9.9534
  7  23    50.5814    9.9676    53.0003   20.0154    63.8620   19.9996    60.9425    9.9515
  7  24    60.6984    9.9686    63.6016   20.0182    74.5042   19.9996    71.0980    9.9496
  7  25    70.8157    9.9696    74.2034   20.0210    85.1463   19.9996    81.2533    9.9477
  7  26    80.9335    9.9706    84.8056   20.0239    95.7885   19.9996    91.4085    9.9457
  7  27    91.0517    9.9716    95.4084   20.0267   106.4307   19.9996   101.5635    9.9436
  7  28   101.1705    9.9726   106.0116   20.0297   117.0729   19.9995   111.7183    9.9416
